0,0
1,718
1,58
1,613
2,130
2,74
2,176
2,396
2,812
2,736
2,368
2,184
2,520
2,510
3,37
3,35
3,36
3,81
3,849
3,578
3,614
3,500
3,185
4,327
4,666
4,644
4,421
5,661
5,770
6,439
6,490
6,467
6,458
6,810
6,409
7,573
7,393
7,587
7,95
7,538
8,278
8,181
8,275
8,274
8,494
8,708
8,634
8,805
8,265
9,164
9,675
9,806
9,802
9,73
9,586
9,575
9,671
9,377
9,460
10,307
10,838
10,458
10,431
10,745
10,166
10,823
10,580
11,687
11,423
11,643
11,425
11,169
11,639
12,642
12,687
12,555
12,556
12,557
12,170
12,842
12,124
12,427
12,616
12,193
12,305
12,761
13,382
13,458
13,305
13,317
13,231
13,216
14,664
14,707
14,261
14,504
14,785
14,379
14,641
14,383
14,204
14,796
14,89
15,322
15,457
15,661
15,762
15,133
15,273
15,458
15,305
15,195
15,351
15,551
16,790
16,661
16,522
16,576
17,256
17,439
17,595
17,693
17,480
17,490
17,608
17,612
17,473
17,45
17,164
17,190
17,604
17,809
17,436
18,657
18,189
18,88
18,676
19,753
19,754
19,201
19,123
19,219
19,783
19,400
19,842
19,170
19,501
19,314
19,163
19,293
19,232
19,267
19,160
19,109
19,360
19,576
19,108
19,110
20,718
20,58
20,613
21,782
21,243
21,394
21,702
21,705
21,704
21,703
21,794
21,795
21,724
22,747
22,751
22,754
22,746
22,750
22,748
22,749
23,433
23,435
23,434
23,411
23,636
23,826
23,833
23,489
24,661
24,589
24,842
24,255
24,150
24,663
24,158
25,848
25,124
25,781
25,329
25,170
26,150
26,540
26,543
26,661
26,315
26,324
26,286
27,222
27,223
27,221
27,225
27,226
28,814
28,336
28,140
28,364
28,778
29,562
29,777
29,83
29,811
29,215
30,79
30,80
30,78
30,700
30,679
31,836
31,505
31,238
31,237
31,235
31,241
31,463
31,242
32,218
32,347
32,206
33,414
33,733
33,497
33,544
33,559
33,824
34,102
34,629
34,594
34,98
34,103
34,817
35,694
35,422
35,366
35,337
35,258
36,717
36,716
36,718
36,715
36,723
36,252
37,126
37,593
37,131
38,109
38,108
38,110
38,105
38,618
38,201
38,367
38,831
38,519
38,515
38,670
38,198
38,32
38,674
38,330
38,512
38,438
38,757
38,818
38,328
38,658
39,445
39,231
39,307
39,111
39,352
39,164
39,267
40,108
40,110
40,107
40,109
40,361
40,359
40,362
40,358
40,357
40,363
41,851
41,698
41,450
41,55
41,355
41,592
42,532
42,756
42,525
42,345
43,677
43,98
43,139
43,456
44,383
44,649
44,307
44,822
44,239
44,472
44,611
44,820
44,697
45,468
45,541
45,117
45,398
45,296
46,183
46,531
46,799
46,797
46,798
46,339
46,115
46,266
46,815
46,508
47,566
47,759
47,132
47,197
48,819
48,765
48,141
48,116
48,150
48,201
48,173
49,566
49,759
49,132
49,197
50,542
50,741
50,506
50,212
50,33
50,34
51,532
51,740
51,182
51,203
51,503
52,728
52,758
52,134
52,306
53,625
53,567
53,199
54,121
54,332
54,502
54,70
55,169
55,154
55,661
55,696
55,642
55,398
56,398
56,458
56,737
56,383
56,256
56,57
57,263
57,572
57,850
57,383
57,247
57,230
58,262
58,443
58,477
58,554
58,240
58,260
59,566
59,772
59,759
59,478
60,569
60,568
60,571
60,787
60,523
60,830
61,382
61,231
61,311
61,324
61,164
61,148
61,661
62,28
62,524
62,788
62,832
63,167
63,301
63,348
63,312
63,179
64,493
64,386
65,583
65,527
65,482
65,402
65,370
65,441
66,155
66,174
66,843
66,153
66,398
66,382
66,31
66,789
67,46
67,701
67,627
67,372
67,398
67,29
67,321
67,458
68,562
68,813
68,406
68,403
69,292
69,709
69,769
69,601
69,607
69,487
69,383
69,696
69,340
69,291
69,272
70,476
70,660
70,591
70,164
70,200
70,606
71,284
71,279
71,454
71,453
71,353
71,855
71,823
71,427
71,187
71,86
71,764
71,461
72,193
72,398
72,458
72,307
72,711
73,656
73,384
73,387
73,560
73,385
73,624
73,307
73,236
73,683
73,264
73,96
74,847
74,845
74,844
74,846
74,244
74,245
75,193
75,712
75,93
75,410
75,168
75,792
75,810
75,424
75,599
75,499
75,229
76,371
76,157
76,356
76,129
76,722
77,96
77,696
77,383
77,485
77,177
77,687
77,617
77,598
77,464
78,539
78,755
78,526
78,784
79,507
79,516
79,729
79,646
80,623
80,136
80,610
80,418
80,828
81,513
81,596
81,725
81,277
82,152
82,661
82,561
82,293
82,309
83,483
83,470
83,119
