83,856
84,582
84,681
85,381
85,343
85,530
85,691
85,442
85,665
85,122
85,191
86,193
86,713
86,101
86,791
86,838
87,61
87,400
87,201
87,397
88,407
88,135
88,628
88,669
88,440
88,835
88,633
88,192
89,448
89,793
89,369
89,667
89,250
89,808
90,193
90,459
90,714
90,92
90,789
90,307
90,485
91,536
91,498
91,584
91,550
91,399
91,839
91,632
91,834
91,142
91,840
91,659
92,398
92,31
92,789
92,668
92,307
92,696
92,763
93,211
93,53
93,449
93,210
93,333
93,318
94,313
94,188
94,585
94,290
94,314
94,8
94,735
94,734
94,331
94,514
94,72
95,507
95,516
95,729
95,646
96,672
96,224
96,603
96,146
96,288
96,220
96,768
97,398
97,655
97,535
97,486
97,305
97,763
97,104
98,415
98,630
98,652
98,1
98,214
98,25
98,398
99,338
99,6
99,145
100,313
100,497
100,719
100,193
100,120
100,118
100,319
100,111
101,287
101,344
101,320
101,378
101,303
102,546
102,721
102,168
102,193
102,101
102,91
102,654
102,398
102,87
103,528
103,354
103,444
103,447
104,491
104,178
104,800
104,452
105,421
105,692
105,365
105,623
105,113
105,651
105,479
106,780
106,744
106,827
106,626
106,767
107,213
107,673
107,205
107,3
107,395
108,171
108,128
108,9
108,10
109,549
109,398
109,73
109,439
109,209
109,227
109,304
109,419
109,645
109,640
109,517
109,62
109,63
109,437
110,640
110,233
110,373
110,48
110,49
110,437
111,246
111,412
111,466
111,730
111,389
111,19
111,249
111,420
111,156
111,289
111,398
112,389
112,248
112,637
112,816
113,699
113,56
113,251
113,471
113,254
113,380
113,144
113,285
113,574
113,325
113,609
113,862
113,511
114,73
114,194
114,21
114,852
114,101
114,465
114,84
115,615
115,416
115,597
115,342
116,40
116,727
116,346
117,165
117,650
117,143
117,217
117,837
117,460
118,547
118,588
118,537
118,564
118,307
118,168
118,193
118,97
118,99
118,207
119,731
119,775
119,2
120,807
120,455
120,71
120,726
120,162
121,803
121,804
122,398
122,382
122,114
122,296
123,137
123,631
123,825
123,739
123,738
124,635
124,268
124,710
125,680
125,706
125,638
125,159
125,863
125,776
125,861
126,680
126,706
126,638
126,159
126,863
126,776
126,861
127,257
127,18
127,829
127,653
127,112
127,24
127,90
128,15
128,475
128,743
128,801
128,259
129,620
129,622
129,619
129,621
129,335
130,231
130,161
130,323
130,307
130,147
131,68
131,69
131,518
131,65
131,66
132,149
132,375
132,26
133,276
133,281
133,451
134,408
134,488
134,208
134,605
134,383
134,417
134,326
135,68
135,69
135,518
135,65
135,66
136,234
136,662
136,50
137,680
137,706
137,638
137,159
137,863
137,776
137,861
138,23
138,38
138,317
138,7
138,22
138,11
138,216
138,458
138,196
138,308
139,290
139,428
139,752
139,175
139,690
139,311
139,718
139,193
140,193
140,91
140,269
140,718
141,742
141,563
141,100
141,350
141,85
141,570
142,590
142,853
142,12
143,718
143,410
143,294
143,309
143,75
143,509
143,138
144,392
144,44
144,4
144,13
144,59
144,94
145,295
145,308
145,718
145,391
145,91
146,678
146,786
146,565
146,228
147,52
147,51
147,529
147,47
147,280
147,67
147,553
147,600
148,30
148,12
148,177
148,688
148,383
148,22
148,695
149,349
149,558
149,432
149,821
150,686
150,720
150,270
150,685
150,91
150,838
151,413
151,492
151,18
151,11
151,773
151,648
151,111
152,249
152,390
152,602
153,5
153,14
153,300
153,27
153,334
154,732
154,401
155,39
155,405
155,404
156,858
156,857
156,60
156,859
156,860
157,12
157,202
157,76
157,106
157,17
157,11
157,22
157,766
158,127
158,41
158,302
158,484
158,469
158,533
159,388
159,647
159,283
159,684
159,771
159,779
160,22
160,12
160,521
160,481
160,16
161,689
161,20
161,426
161,430
161,462
161,534
161,382
161,247
161,314
161,374
161,64
161,841
162,421
162,446
163,552
163,299
163,774
164,211
164,53
164,449
164,210
164,333
164,318
165,388
165,647
165,283
165,684
165,771
165,779
166,151
166,545
166,297
166,737
166,661
166,310
166,43
166,172
167,152
167,661
167,561
167,293
167,309
168,125
168,316
168,298
168,760
169,615
169,416
169,597
169,342
170,392
170,44
170,4
170,13
170,59
170,94
171,789
171,231
171,382
171,311
171,253
171,180
171,271
171,12
171,77
171,833
172,682
172,42
172,474
173,495
173,496
173,376
173,579
173,82
173,54
173,282
174,12
174,341
174,311
174,548
174,195
174,577
174,186
174,429
174,854
175,12
175,789
175,548
175,311
175,581
175,855
